State,District,Market,Commodity,Modal Price,,
Gujarat,Dahod,Dahod,Castor Seed,5750,,
Gujarat,Dahod,Dahod,Castor Seed,5550,,
Gujarat,Dahod,Dahod,Green Gram (Moong)(Whole),7800,,
Gujarat,Dahod,Dahod,Maize,2600,,
Gujarat,Dahod,Dahod,Maize,2200,,
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),1885,,
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),2100,,
Gujarat,Dahod,Dahod,Rice,5400,,
Gujarat,Dahod,Dahod,Soyabean,4950,,
Gujarat,Dahod,Dahod,Wheat,2700,,
Gujarat,Dahod,Dahod,Wheat,2550,,
Gujarat,Dahod,Dahod(Veg. Market),Bhindi(Ladies Finger),2000,,
Gujarat,Dahod,Dahod(Veg. Market),Bitter gourd,2500,,
Gujarat,Dahod,Dahod(Veg. Market),Bottle gourd,2500,,
Gujarat,Dahod,Dahod(Veg. Market),Brinjal,2000,,
Gujarat,Dahod,Dahod(Veg. Market),Cabbage,1500,,
Gujarat,Dahod,Dahod(Veg. Market),Carrot,7000,,
Gujarat,Dahod,Dahod(Veg. Market),Cauliflower,4000,,
Gujarat,Dahod,Dahod(Veg. Market),Coriander(Leaves),7500,,
Gujarat,Dahod,Dahod(Veg. Market),Cucumbar(Kheera),2500,,
Gujarat,Dahod,Dahod(Veg. Market),Drumstick,3500,,
Gujarat,Dahod,Dahod(Veg. Market),Elephant Yam (Suran),3500,,
Gujarat,Dahod,Dahod(Veg. Market),Ginger(Green),15000,,
Gujarat,Dahod,Dahod(Veg. Market),Green Chilli,4000,,
Gujarat,Dahod,Dahod(Veg. Market),Lemon,4000,,
Gujarat,Dahod,Dahod(Veg. Market),Little gourd (Kundru),2500,,
Gujarat,Dahod,Dahod(Veg. Market),Mint(Pudina),3500,,
Gujarat,Dahod,Dahod(Veg. Market),Onion,1000,,
Gujarat,Dahod,Dahod(Veg. Market),Onion Green,4500,,
Gujarat,Dahod,Dahod(Veg. Market),Pointed gourd (Parval),2500,,
Gujarat,Dahod,Dahod(Veg. Market),Potato,1250,,
Gujarat,Dahod,Dahod(Veg. Market),Pumpkin,1250,,
Gujarat,Dahod,Dahod(Veg. Market),Ridgeguard(Tori),2500,,
Gujarat,Dahod,Dahod(Veg. Market),Tomato,7000,,
Gujarat,Gandhinagar,Dehgam,Bajra(Pearl Millet/Cumbu),2290,,
Gujarat,Gandhinagar,Dehgam,Castor Seed,6257,,
Gujarat,Gandhinagar,Dehgam,Guar,5550,,
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),1950,,
Gujarat,Gandhinagar,Dehgam,Wheat,2312,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bhindi(Ladies Finger),2750,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bottle gourd,1500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,3000,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,3000,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,3500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cabbage,1500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cauliflower,4500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cucumbar(Kheera),2500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Green Chilli,5500,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Lemon,1200,,
Gujarat,Jamnagar,Dhrol,Bajra(Pearl Millet/Cumbu),1950,,
Gujarat,Jamnagar,Dhrol,Bengal Gram(Gram)(Whole),4525,,
Gujarat,Jamnagar,Dhrol,Cotton,6015,,
Gujarat,Jamnagar,Dhrol,Cummin Seed(Jeera),53750,,
Gujarat,Jamnagar,Dhrol,Groundnut,6915,,
Gujarat,Jamnagar,Dhrol,Jowar(Sorghum),4225,,
Gujarat,Jamnagar,Dhrol,"Sesamum(Sesame,Gingelly,Til)",14675,,
Gujarat,Jamnagar,Dhrol,Wheat,2380,,
Gujarat,Junagarh,Kodinar,Bajra(Pearl Millet/Cumbu),2125,,
Gujarat,Junagarh,Kodinar,Black Gram (Urd Beans)(Whole),8600,,
Gujarat,Junagarh,Kodinar,Castor Seed,5750,,
Gujarat,Junagarh,Kodinar,Groundnut,8100,,
Gujarat,Junagarh,Kodinar,Soyabean,4725,,
Gujarat,Junagarh,Kodinar,Wheat,2475,,
Gujarat,Junagarh,Talalagir,Bhindi(Ladies Finger),3500,,
Gujarat,Junagarh,Talalagir,Brinjal,3500,,
Gujarat,Junagarh,Talalagir,Cabbage,2500,,
Gujarat,Junagarh,Talalagir,Green Chilli,4000,,
Gujarat,Junagarh,Talalagir,Guar,6000,,
Gujarat,Junagarh,Talalagir,Kartali (Kantola),7000,,
Gujarat,Junagarh,Talalagir,Tomato,8000,,
Gujarat,Junagarh,Visavadar,Arhar (Tur/Red Gram)(Whole),8690,,
Gujarat,Junagarh,Visavadar,Castor Seed,4915,,
Gujarat,Junagarh,Visavadar,Corriander seed,6940,,
Gujarat,Junagarh,Visavadar,Cummin Seed(Jeera),42000,,
Gujarat,Junagarh,Visavadar,Green Gram (Moong)(Whole),7315,,
Gujarat,Junagarh,Visavadar,Ground Nut Seed,9940,,
Gujarat,Junagarh,Visavadar,Groundnut,6965,,
Gujarat,Junagarh,Visavadar,Groundnut (Split),7625,,
Gujarat,Junagarh,Visavadar,Kulthi(Horse Gram),4745,,
Gujarat,Junagarh,Visavadar,Onion,430,,
Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",15540,,
Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",16435,,
Gujarat,Junagarh,Visavadar,Soyabean,4640,,
Gujarat,Junagarh,Visavadar,Wheat,2425,,
Gujarat,Mehsana,Kadi,Bajra(Pearl Millet/Cumbu),2250,,
Gujarat,Mehsana,Kadi,Castor Seed,6350,,
Gujarat,Mehsana,Kadi,Guar Seed(Cluster Beans Seed),5700,,
Gujarat,Mehsana,Kadi,Mustard,5290,,
Gujarat,Mehsana,Kadi,Paddy(Dhan)(Common),2200,,
Gujarat,Mehsana,Kadi,"Sesamum(Sesame,Gingelly,Til)",16000,,
Gujarat,Mehsana,Kadi,Wheat,2450,,
Gujarat,Morbi,Vankaner,Corriander seed,7000,,
Gujarat,Morbi,Vankaner,Cummin Seed(Jeera),54000,,
Gujarat,Morbi,Vankaner,"Sesamum(Sesame,Gingelly,Til)",17000,,
Gujarat,Morbi,Vankaner,Wheat,2350,,
Gujarat,Morbi,Vankaner(Sub yard),Bhindi(Ladies Finger),5500,,
Gujarat,Morbi,Vankaner(Sub yard),Brinjal,4500,,
Gujarat,Morbi,Vankaner(Sub yard),Cabbage,2250,,
Gujarat,Morbi,Vankaner(Sub yard),Capsicum,10000,,
Gujarat,Morbi,Vankaner(Sub yard),Cauliflower,5500,,
Gujarat,Morbi,Vankaner(Sub yard),Guar,8500,,
Gujarat,Morbi,Vankaner(Sub yard),Lemon,1500,,
Gujarat,Morbi,Vankaner(Sub yard),Tomato,12500,,
Gujarat,Navsari,Bilimora,Bhindi(Ladies Finger),3500,,
Gujarat,Navsari,Bilimora,Bottle gourd,3200,,
Gujarat,Navsari,Bilimora,Brinjal,3500,,
Gujarat,Navsari,Bilimora,Cabbage,1500,,
Gujarat,Navsari,Bilimora,Cauliflower,1400,,
Gujarat,Navsari,Bilimora,Green Chilli,4500,,
Gujarat,Navsari,Bilimora,Onion,1500,,
Gujarat,Navsari,Bilimora,Potato,1600,,
Gujarat,Navsari,Bilimora,Tomato,8000,,
Gujarat,Navsari,Vansda,Pointed gourd (Parval),2250,,
Gujarat,Patan,Sami,Castor Seed,6300,,
Gujarat,Patan,Sami,Cummin Seed(Jeera),57500,,
Gujarat,Patan,Sami,Suva (Dill Seed),20000,,
Gujarat,Patan,Sami,Wheat,2125,,
Gujarat,Patan,Siddhpur,Bajra(Pearl Millet/Cumbu),1940,,
Gujarat,Patan,Siddhpur,Castor Seed,6312,,
Gujarat,Patan,Siddhpur,Guar Seed(Cluster Beans Seed),4605,,
Gujarat,Patan,Siddhpur,Isabgul (Psyllium),23500,,
Gujarat,Patan,Siddhpur,Jowar(Sorghum),5577,,
Gujarat,Patan,Siddhpur,Mustard,5327,,
Gujarat,Patan,Siddhpur,Wheat,2367,,
Gujarat,Porbandar,Porbandar,Apple,10000,,
Gujarat,Porbandar,Porbandar,Bajra(Pearl Millet/Cumbu),2205,,
Gujarat,Porbandar,Porbandar,Banana,2250,,
Gujarat,Porbandar,Porbandar,Bhindi(Ladies Finger),2000,,
Gujarat,Porbandar,Porbandar,Brinjal,3250,,
Gujarat,Porbandar,Porbandar,Cabbage,2250,,
Gujarat,Porbandar,Porbandar,Cauliflower,4500,,
Gujarat,Porbandar,Porbandar,Coriander(Leaves),10250,,
Gujarat,Porbandar,Porbandar,Corriander seed,5975,,
Gujarat,Porbandar,Porbandar,Cummin Seed(Jeera),40625,,
Gujarat,Porbandar,Porbandar,Green Chilli,5000,,
Gujarat,Porbandar,Porbandar,Green Gram (Moong)(Whole),8315,,
Gujarat,Porbandar,Porbandar,Groundnut,6850,,
Gujarat,Porbandar,Porbandar,Groundnut (Split),9900,,
Gujarat,Porbandar,Porbandar,Guar,7500,,
Gujarat,Porbandar,Porbandar,Kabuli Chana(Chickpeas-White),11300,,
Gujarat,Porbandar,Porbandar,Kulthi(Horse Gram),4350,,
Gujarat,Porbandar,Porbandar,Lemon,3000,,
Gujarat,Porbandar,Porbandar,Mousambi(Sweet Lime),3000,,
Gujarat,Porbandar,Porbandar,Onion,2000,,
Gujarat,Porbandar,Porbandar,Pomegranate,2500,,
Gujarat,Porbandar,Porbandar,Potato,1500,,
Gujarat,Porbandar,Porbandar,"Sesamum(Sesame,Gingelly,Til)",16200,,
Gujarat,Porbandar,Porbandar,Tomato,10500,,
Gujarat,Porbandar,Porbandar,Wheat,1990,,
Gujarat,Porbandar,Porbandar,Wheat,2280,,
Gujarat,Rajkot,Dhoraji,Arhar (Tur/Red Gram)(Whole),9305,,
Gujarat,Rajkot,Dhoraji,Bengal Gram(Gram)(Whole),4980,,
Gujarat,Rajkot,Dhoraji,Corriander seed,7330,,
Gujarat,Rajkot,Dhoraji,Soyabean,4655,,
Gujarat,Rajkot,Dhoraji,Wheat,2465,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Apple,10500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Banana,2300,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Bhindi(Ladies Finger),3500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Brinjal,3750,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cabbage,2500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,2500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cauliflower,3500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Chikoos(Sapota),3000,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cucumbar(Kheera),2500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Green Chilli,6000,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Guar,7500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Lemon,2100,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Mousambi(Sweet Lime),3750,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Orange,7000,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Papaya,1500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Pomegranate,2500,,
Gujarat,Rajkot,Gondal(Veg.market Gondal),Tomato,11500,,
Gujarat,Rajkot,Jasdan,Arhar (Tur/Red Gram)(Whole),7000,,
Gujarat,Rajkot,Jasdan,Bajra(Pearl Millet/Cumbu),1940,,
Gujarat,Rajkot,Jasdan,Beans,14000,,
Gujarat,Rajkot,Jasdan,Castor Seed,5250,,
Gujarat,Rajkot,Jasdan,Cotton,7075,,
Gujarat,Rajkot,Jasdan,Cummin Seed(Jeera),52000,,
Gujarat,Rajkot,Jasdan,Green Gram (Moong)(Whole),6750,,
Gujarat,Rajkot,Jasdan,Ground Nut Seed,210,,
Gujarat,Rajkot,Jasdan,Groundnut,7500,,
Gujarat,Rajkot,Jasdan,Jowar(Sorghum),4250,,
Gujarat,Rajkot,Jasdan,Maize,2605,,
Gujarat,Rajkot,Jasdan,Methi Seeds,6000,,
Gujarat,Rajkot,Jasdan,Mustard,4900,,
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",15000,,
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",16250,,
Gujarat,Rajkot,Jasdan,Soyabean,4650,,
Gujarat,Rajkot,Jasdan,Wheat,2175,,
Gujarat,Rajkot,Jasdan,Wheat,2225,,
Gujarat,Rajkot,Jasdan(Vichhiya),Cotton,6960,,
Gujarat,Rajkot,Morbi,Bajra(Pearl Millet/Cumbu),2265,,
Gujarat,Rajkot,Morbi,Bengal Gram(Gram)(Whole),4305,,
Gujarat,Rajkot,Morbi,Bhindi(Ladies Finger),2500,,
Gujarat,Rajkot,Morbi,Bitter gourd,3000,,
Gujarat,Rajkot,Morbi,Bottle gourd,4000,,
Gujarat,Rajkot,Morbi,Brinjal,4250,,
Gujarat,Rajkot,Morbi,Cabbage,2250,,
Gujarat,Rajkot,Morbi,Cotton,6000,,
Gujarat,Rajkot,Morbi,Cucumbar(Kheera),1250,,
Gujarat,Rajkot,Morbi,Cummin Seed(Jeera),44825,,
Gujarat,Rajkot,Morbi,Green Chilli,5250,,
Gujarat,Rajkot,Morbi,Guar,7500,,
Gujarat,Rajkot,Morbi,Guar Seed(Cluster Beans Seed),5775,,
Gujarat,Rajkot,Morbi,Jowar(Sorghum),3520,,
Gujarat,Rajkot,Morbi,Lemon,950,,
Gujarat,Rajkot,Morbi,Onion,1200,,
Gujarat,Rajkot,Morbi,"Sesamum(Sesame,Gingelly,Til)",16130,,
Gujarat,Rajkot,Morbi,Tomato,11250,,
Gujarat,Rajkot,Morbi,Wheat,2330,,
Gujarat,Rajkot,Rajkot,Arhar (Tur/Red Gram)(Whole),8250,,
Gujarat,Rajkot,Rajkot,Bajra(Pearl Millet/Cumbu),2075,,
Gujarat,Rajkot,Rajkot,Bengal Gram(Gram)(Whole),4900,,
Gujarat,Rajkot,Rajkot,Bengal Gram(Gram)(Whole),11750,,
Gujarat,Rajkot,Rajkot,Black Gram (Urd Beans)(Whole),7680,,
Gujarat,Rajkot,Rajkot,Castor Seed,6220,,
Gujarat,Rajkot,Rajkot,Corriander seed,7900,,
Gujarat,Rajkot,Rajkot,Corriander seed,7550,,
Gujarat,Rajkot,Rajkot,Cotton,7200,,
Gujarat,Rajkot,Rajkot,Cummin Seed(Jeera),56555,,
Gujarat,Rajkot,Rajkot,Green Gram (Moong)(Whole),8125,,
Gujarat,Rajkot,Rajkot,Ground Nut Seed,10850,,
Gujarat,Rajkot,Rajkot,Groundnut,7950,,
Gujarat,Rajkot,Rajkot,Groundnut,7850,,
Gujarat,Rajkot,Rajkot,Jowar(Sorghum),4750,,
Gujarat,Rajkot,Rajkot,Methi Seeds,6850,,
Gujarat,Rajkot,Rajkot,Mustard,5100,,
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",16400,,
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",16750,,
Gujarat,Rajkot,Rajkot,Wheat,2335,,
Gujarat,Rajkot,Rajkot,Wheat,2450,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Bhindi(Ladies Finger),4625,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Bottle gourd,2750,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Brinjal,2750,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Cluster beans,6125,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Coriander(Leaves),6250,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Ginger(Green),14250,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Green Chilli,4500,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Lemon,1750,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Onion,1000,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Potato,1300,,
Gujarat,Rajkot,Rajkot(Ghee Peeth),Tomato,9750,,
Gujarat,Sabarkantha,Khedbrahma,Wheat,2350,,
Gujarat,Surat,Bardoli(Katod),Bhindi(Ladies Finger),4500,,
Gujarat,Surat,Bardoli(Katod),Brinjal,2500,,
Gujarat,Surat,Surat,Banana - Green,1350,,
Gujarat,Surat,Surat,Beetroot,1600,,
Gujarat,Surat,Surat,Bhindi(Ladies Finger),3500,,
Gujarat,Surat,Surat,Bitter gourd,3900,,
Gujarat,Surat,Surat,Bottle gourd,3750,,
Gujarat,Surat,Surat,Brinjal,3900,,
Gujarat,Surat,Surat,Cabbage,1350,,
Gujarat,Surat,Surat,Capsicum,5500,,
Gujarat,Surat,Surat,Carrot,1600,,
Gujarat,Surat,Surat,Cauliflower,2000,,
Gujarat,Surat,Surat,Cluster beans,6000,,
Gujarat,Surat,Surat,Cowpea(Veg),10750,,
Gujarat,Surat,Surat,Cucumbar(Kheera),1500,,
Gujarat,Surat,Surat,Drumstick,3250,,
Gujarat,Surat,Surat,Elephant Yam (Suran),4900,,
Gujarat,Surat,Surat,French Beans (Frasbean),5500,,
Gujarat,Surat,Surat,Ginger(Green),13750,,
Gujarat,Surat,Surat,Green Chilli,5000,,
Gujarat,Surat,Surat,Groundnut pods (raw),5750,,
Gujarat,Surat,Surat,Indian Beans (Seam),4000,,
Gujarat,Surat,Surat,Kartali (Kantola),10000,,
Gujarat,Surat,Surat,Lemon,1600,,
Gujarat,Surat,Surat,Little gourd (Kundru),6000,,
Gujarat,Surat,Surat,Onion,1225,,
Gujarat,Surat,Surat,Papaya (Raw),1550,,
Gujarat,Surat,Surat,Peas cod,10500,,
Gujarat,Surat,Surat,Pegeon Pea (Arhar Fali),12500,,
Gujarat,Surat,Surat,Pointed gourd (Parval),3150,,
Gujarat,Surat,Surat,Potato,1225,,
Gujarat,Surat,Surat,Pumpkin,1100,,
Gujarat,Surat,Surat,Ridgeguard(Tori),5500,,
Gujarat,Surat,Surat,Snakeguard,2375,,
Gujarat,Surat,Surat,Sponge gourd,2750,,
Gujarat,Surat,Surat,Sweet Potato,2875,,
Gujarat,Surat,Surat,Tomato,9500,,
Gujarat,Surat,Surat,Turmeric (raw),2850,,
Gujarat,Surendranagar,Chotila,Cotton,7000,,
Gujarat,Surendranagar,Chotila,Wheat,2400,,
Gujarat,Surendranagar,Dasada Patadi,Castor Seed,5725,,
Gujarat,Surendranagar,Dasada Patadi,Cummin Seed(Jeera),58565,,
Gujarat,Surendranagar,Dasada Patadi,Isabgul (Psyllium),23375,,
Gujarat,Surendranagar,Dhragradhra,Ajwan,6262,,
Gujarat,Surendranagar,Dhragradhra,Castor Seed,6262,,
Gujarat,Surendranagar,Halvad,Castor Seed,6325,,
Gujarat,Surendranagar,Halvad,Corriander seed,7650,,
Gujarat,Surendranagar,Halvad,Cotton,7025,,
Gujarat,Surendranagar,Halvad,Cummin Seed(Jeera),57500,,
Gujarat,Surendranagar,Halvad,Guar Seed(Cluster Beans Seed),5950,,
Gujarat,Surendranagar,Halvad,Mustard,6900,,
Gujarat,Surendranagar,Halvad,"Sesamum(Sesame,Gingelly,Til)",16750,,
Gujarat,Surendranagar,Halvad,Wheat,2450,,
Gujarat,Surendranagar,Vadhvan,Amaranthus,3000,,
Gujarat,Surendranagar,Vadhvan,Banana - Green,1250,,
Gujarat,Surendranagar,Vadhvan,Bhindi(Ladies Finger),4250,,
Gujarat,Surendranagar,Vadhvan,Bitter gourd,3500,,
Gujarat,Surendranagar,Vadhvan,Bottle gourd,3250,,
Gujarat,Surendranagar,Vadhvan,Brinjal,4000,,
Gujarat,Surendranagar,Vadhvan,Cabbage,2250,,
Gujarat,Surendranagar,Vadhvan,Carrot,2750,,
Gujarat,Surendranagar,Vadhvan,Cauliflower,4500,,
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),10250,,
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),2250,,
Gujarat,Surendranagar,Vadhvan,Drumstick,3500,,
Gujarat,Surendranagar,Vadhvan,Elephant Yam (Suran),3750,,
Gujarat,Surendranagar,Vadhvan,Garlic,10500,,
Gujarat,Surendranagar,Vadhvan,Green Chilli,4500,,
Gujarat,Surendranagar,Vadhvan,Guar,8500,,
Gujarat,Surendranagar,Vadhvan,Lemon,1500,,
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),6250,,
Gujarat,Surendranagar,Vadhvan,Onion,1750,,
Gujarat,Surendranagar,Vadhvan,Onion Green,3750,,
Gujarat,Surendranagar,Vadhvan,Peas Wet,9500,,
Gujarat,Surendranagar,Vadhvan,Potato,1350,,
Gujarat,Surendranagar,Vadhvan,Raddish,2250,,
Gujarat,Surendranagar,Vadhvan,Ridgeguard(Tori),5000,,
Gujarat,Surendranagar,Vadhvan,Spinach,3500,,
Gujarat,Surendranagar,Vadhvan,Tinda,3500,,
Gujarat,Surendranagar,Vadhvan,Tomato,10750,,
Gujarat,Vadodara(Baroda),Padra,Bhindi(Ladies Finger),3750,,
Gujarat,Vadodara(Baroda),Padra,Bitter gourd,3250,,
Gujarat,Vadodara(Baroda),Padra,Bottle gourd,3000,,
Gujarat,Vadodara(Baroda),Padra,Brinjal,4250,,
Gujarat,Vadodara(Baroda),Padra,Cabbage,1750,,
Gujarat,Vadodara(Baroda),Padra,Cauliflower,2750,,
Gujarat,Vadodara(Baroda),Padra,Cluster beans,6500,,
Gujarat,Vadodara(Baroda),Padra,Colacasia,3250,,
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),3750,,
Gujarat,Vadodara(Baroda),Padra,Cowpea(Veg),8500,,
Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),3250,,
Gujarat,Vadodara(Baroda),Padra,Drumstick,2750,,
Gujarat,Vadodara(Baroda),Padra,Ginger(Green),14000,,
Gujarat,Vadodara(Baroda),Padra,Green Chilli,3750,,
Gujarat,Vadodara(Baroda),Padra,Indian Beans (Seam),4250,,
Gujarat,Vadodara(Baroda),Padra,Lemon,1500,,
Gujarat,Vadodara(Baroda),Padra,Little gourd (Kundru),1150,,
Gujarat,Vadodara(Baroda),Padra,Onion,1500,,
Gujarat,Vadodara(Baroda),Padra,Pointed gourd (Parval),4000,,
Gujarat,Vadodara(Baroda),Padra,Potato,1500,,
Gujarat,Vadodara(Baroda),Padra,Pumpkin,900,,
Gujarat,Vadodara(Baroda),Padra,Ridgeguard(Tori),4500,,
Gujarat,Vadodara(Baroda),Padra,Spinach,2000,,
Gujarat,Vadodara(Baroda),Padra,Sponge gourd,2500,,
Gujarat,Vadodara(Baroda),Padra,Tomato,10250,,
Haryana,Ambala,Ambala Cantt.,Apple,5500,,
Haryana,Ambala,Ambala Cantt.,Bhindi(Ladies Finger),2200,,
Haryana,Ambala,Ambala Cantt.,Bitter gourd,1800,,
Haryana,Ambala,Ambala Cantt.,Bottle gourd,2000,,
Haryana,Ambala,Ambala Cantt.,Cabbage,800,,
Haryana,Ambala,Ambala Cantt.,Capsicum,5000,,
Haryana,Ambala,Ambala Cantt.,Carrot,1200,,
Haryana,Ambala,Ambala Cantt.,Cauliflower,2000,,
Haryana,Ambala,Ambala Cantt.,Colacasia,1400,,
Haryana,Ambala,Ambala Cantt.,Cucumbar(Kheera),1200,,
Haryana,Ambala,Ambala Cantt.,Green Chilli,3000,,
Haryana,Ambala,Ambala Cantt.,Green Fodder,280,,
Haryana,Ambala,Ambala Cantt.,Lemon,2200,,
Haryana,Ambala,Ambala Cantt.,Mango,2500,,
Haryana,Ambala,Ambala Cantt.,Onion,1400,,
Haryana,Ambala,Ambala Cantt.,Potato,1200,,
Haryana,Ambala,Ambala Cantt.,Tomato,5500,,
Haryana,Ambala,Barara,Banana,2200,,
Haryana,Ambala,Barara,Bhindi(Ladies Finger),1500,,
Haryana,Ambala,Barara,Bottle gourd,1500,,
Haryana,Ambala,Barara,Brinjal,1200,,
Haryana,Ambala,Barara,Cabbage,700,,
Haryana,Ambala,Barara,Capsicum,2500,,
Haryana,Ambala,Barara,Cauliflower,2000,,
Haryana,Ambala,Barara,Colacasia,2000,,
Haryana,Ambala,Barara,Cucumbar(Kheera),1200,,
Haryana,Ambala,Barara,Green Chilli,2200,,
Haryana,Ambala,Barara,Mango,1500,,
Haryana,Ambala,Barara,Onion,1000,,
Haryana,Ambala,Barara,Potato,700,,
Haryana,Ambala,Barara,Pumpkin,600,,
Haryana,Ambala,Barara,Tomato,3500,,
Haryana,Ambala,Naraingarh,Apple,4500,,
Haryana,Ambala,Naraingarh,Banana - Green,2200,,
Haryana,Ambala,Naraingarh,Bhindi(Ladies Finger),2000,,
Haryana,Ambala,Naraingarh,Bitter gourd,1800,,
Haryana,Ambala,Naraingarh,Bottle gourd,1800,,
Haryana,Ambala,Naraingarh,Brinjal,2000,,
Haryana,Ambala,Naraingarh,Cabbage,900,,
Haryana,Ambala,Naraingarh,Capsicum,4200,,
Haryana,Ambala,Naraingarh,Cauliflower,3000,,
Haryana,Ambala,Naraingarh,Colacasia,2200,,
Haryana,Ambala,Naraingarh,Coriander(Leaves),5500,,
Haryana,Ambala,Naraingarh,Cucumbar(Kheera),1200,,
Haryana,Ambala,Naraingarh,French Beans (Frasbean),3500,,
Haryana,Ambala,Naraingarh,Garlic,5000,,
Haryana,Ambala,Naraingarh,Green Chilli,3500,,
Haryana,Ambala,Naraingarh,Jack Fruit,1000,,
Haryana,Ambala,Naraingarh,Lemon,2500,,
Haryana,Ambala,Naraingarh,Mango,1500,,
Haryana,Ambala,Naraingarh,Mousambi(Sweet Lime),2900,,
Haryana,Ambala,Naraingarh,Onion,1500,,
Haryana,Ambala,Naraingarh,Pear(Marasebu),4000,,
Haryana,Ambala,Naraingarh,Pear(Marasebu),800,,
Haryana,Ambala,Naraingarh,Peas Wet,4000,,
Haryana,Ambala,Naraingarh,Plum,800,,
Haryana,Ambala,Naraingarh,Pointed gourd (Parval),2300,,
Haryana,Ambala,Naraingarh,Pomegranate,6700,,
Haryana,Ambala,Naraingarh,Potato,950,,
Haryana,Ambala,Naraingarh,Pumpkin,1000,,
Haryana,Ambala,Naraingarh,Raddish,1500,,
Haryana,Ambala,Naraingarh,Ridgeguard(Tori),2200,,
Haryana,Ambala,Naraingarh,Tinda,2300,,
Haryana,Ambala,Naraingarh,Tomato,5000,,
Haryana,Bhiwani,Ch. Dadri,Pomegranate,6750,,
Haryana,Fatehabad,Jakhal,Ashgourd,1000,,
Haryana,Fatehabad,Jakhal,Banana,3500,,
Haryana,Fatehabad,Jakhal,Bhindi(Ladies Finger),3200,,
Haryana,Fatehabad,Jakhal,Bottle gourd,2000,,
Haryana,Fatehabad,Jakhal,Cucumbar(Kheera),3000,,
Haryana,Fatehabad,Jakhal,Lemon,4500,,
Haryana,Fatehabad,Jakhal,Mousambi(Sweet Lime),2500,,
Haryana,Fatehabad,Jakhal,Onion,2000,,
Haryana,Fatehabad,Jakhal,Potato,1200,,
Haryana,Gurgaon,Gurgaon,Apple,15000,,
Haryana,Gurgaon,Pataudi,Apple,14000,,
Haryana,Gurgaon,Pataudi,Banana,4400,,
Haryana,Gurgaon,Pataudi,Bottle gourd,1900,,
Haryana,Gurgaon,Pataudi,Brinjal,2200,,
Haryana,Gurgaon,Pataudi,Cabbage,1500,,
Haryana,Gurgaon,Pataudi,Cucumbar(Kheera),1500,,
